16:39:45.765 [main] INFO  com.excel.MedicoSgAppApplication - Starting MedicoSgAppApplication on DESKTOP-62ROT5I with PID 13976 (started by CCS in C:\Users\CCS\Desktop\Company Softwere\CodeOne\21-11-2025\WMS_SG_AFTER_PENETRATION\WMS-sg-app)
16:39:45.779 [main] INFO  com.excel.MedicoSgAppApplication - The following profiles are active: ngportaldev
16:39:47.736 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
16:39:48.269 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 527ms. Found 8 repository interfaces.
16:39:48.656 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$c9a8fa35] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16:39:48.663 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16:39:48.664 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1d90166' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16:39:48.666 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$ee7d9ce7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16:39:48.669 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16:39:48.682 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$30fb31fb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
16:39:49.129 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8100 (http)
16:39:49.143 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8100"]
16:39:49.152 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
16:39:49.153 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
16:39:49.163 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files (x86)\Java\jdk1.8.0_202\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:/Users/CCS/Desktop/spring-tool-suite-4-4.26.0/sts-4.26.0.RELEASE//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.4.v20240802-1551/jre/bin/server;C:/Users/CCS/Desktop/spring-tool-suite-4-4.26.0/sts-4.26.0.RELEASE//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.4.v20240802-1551/jre/bin;C:\Program Files (x86)\Java\jdk1.8.0_202\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\Microsoft SQL Server\160\DTS\Binn\;C:\Users\CCS\Desktop\Company Softwere\Siddhesh WorkSpace\flutter\bin;C:\Users\CCS\Desktop\Company Softwere\Siddhesh WorkSpace\platform-tools;C:\Program Files\Git\cmd;C:\Program Files (x86)\Java\jdk1.8.0_202\bin;C:\Users\CCS\AppData\Local\nvm;C:\nvm4w\nodejs;C:\Tools;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\CCS\AppData\Local\Microsoft\WindowsApps;C:\Users\CCS\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\CCS\AppData\Roaming\npm;C:\Program Files\gs\gs10.06.0\bin;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\CCS\AppData\Local\Microsoft\WindowsApps;C:\Users\CCS\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\CCS\AppData\Roaming\npm;C:\Users\CCS\AppData\Local\nvm;C:\nvm4w\nodejs;C:\Users\CCS\Desktop\spring-tool-suite-4-4.26.0\sts-4.26.0.RELEASE;;.]
16:39:49.407 [main] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
16:39:49.412 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/ng-portal] - Initializing Spring embedded WebApplicationContext
16:39:49.412 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3595 ms
16:39:49.923 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
16:39:49.997 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.7.Final}
16:39:49.999 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
16:39:50.154 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
16:39:51.275 [main] WARN  org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator - HHH000342: Could not obtain connection to query metadata : Login failed for user 'sa'. ClientConnectionId:fe8db4f7-ccfd-4b05-ab22-8049cf65d8d9
16:39:51.292 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.SQLServer2008Dialect
16:39:51.318 [main] INFO  org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl - HHH000422: Disabling contextual LOB creation as connection was null
16:39:54.625 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.BinMaster (class must be instantiated by Interceptor)
16:39:56.194 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.Iaa_Map (class must be instantiated by Interceptor)
16:39:56.489 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.UserMgrAsst (class must be instantiated by Interceptor)
16:39:57.038 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#upd_ip_add; this may or may not indicate a problem with the static metamodel
16:39:57.038 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#team_code; this may or may not indicate a problem with the static metamodel
16:39:57.038 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_gen_ets; this may or may not indicate a problem with the static metamodel
16:39:57.039 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_gen_date; this may or may not indicate a problem with the static metamodel
16:39:57.039 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_docno; this may or may not indicate a problem with the static metamodel
16:39:57.039 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#user_role; this may or may not indicate a problem with the static metamodel
16:39:57.039 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#team_name; this may or may not indicate a problem with the static metamodel
16:39:57.039 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_dtl_id; this may or may not indicate a problem with the static metamodel
16:39:57.039 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_id; this may or may not indicate a problem with the static metamodel
16:39:57.040 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#assistant_appr_status; this may or may not indicate a problem with the static metamodel
16:39:57.040 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#srt_remark; this may or may not indicate a problem with the static metamodel
16:39:57.040 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#Effective_date; this may or may not indicate a problem with the static metamodel
16:39:57.040 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#company; this may or may not indicate a problem with the static metamodel
16:39:57.040 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#division; this may or may not indicate a problem with the static metamodel
16:39:57.040 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#upd_date; this may or may not indicate a problem with the static metamodel
16:39:57.041 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_date; this may or may not indicate a problem with the static metamodel
16:39:57.041 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#srt_number; this may or may not indicate a problem with the static metamodel
16:39:57.041 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#srt_date; this may or may not indicate a problem with the static metamodel
16:39:57.045 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#alloctmp_id; this may or may not indicate a problem with the static metamodel
16:39:57.045 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#final_allocqty; this may or may not indicate a problem with the static metamodel
16:39:57.045 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#alloc_qty; this may or may not indicate a problem with the static metamodel
16:39:57.045 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#mod_dt; this may or may not indicate a problem with the static metamodel
16:39:57.045 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#prod_name; this may or may not indicate a problem with the static metamodel
16:39:57.046 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#ins_ip_add; this may or may not indicate a problem with the static metamodel
16:39:57.046 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#fscode; this may or may not indicate a problem with the static metamodel
16:39:57.046 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_Temp_#team_code; this may or may not indicate a problem with the static metamodel
