09:44:40.344 [main] INFO  com.excel.MedicoSgAppApplication - Starting MedicoSgAppApplication on DESKTOP-5DK2F9Q with PID 13716 (D:\angular_upgrade\stk-cfa-angular-new\medico-sg-app\target\classes started by LENOVO in D:\angular_upgrade\stk-cfa-angular-new\medico-sg-app)
09:44:40.361 [main] INFO  com.excel.MedicoSgAppApplication - The following profiles are active: ngdev
09:44:46.170 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
09:44:46.535 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 358ms. Found 8 repository interfaces.
09:44:46.972 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$3edca127] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:44:46.981 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:44:46.983 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@4b1ec694' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:44:46.984 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$63b143d9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:44:46.989 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:44:47.010 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a62ed8ed] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
09:44:47.472 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8100 (http)
09:44:47.491 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8100"]
09:44:47.501 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
09:44:47.502 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
09:44:47.515 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_202\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;D:/download/sts-4.20.0.RELEASE//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_17.0.8.v20230831-1047/jre/bin/server;D:/download/sts-4.20.0.RELEASE//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_17.0.8.v20230831-1047/jre/bin;C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Microsoft SQL Server\160\DTS\Binn\;C:\Program Files\Azure Data Studio\bin;C:\Program Files\Git\cmd;C:\Users\LENOVO\AppData\Roaming\nvm;C:\Program Files\nodejs;C:\WINDOWS\system32\config\systemprofile\dev\flutter\bin;D:\Siddhesh Workspace\flutter\bin;C:\Program Files\dotnet\;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\LENOVO\AppData\Local\Microsoft\WindowsApps;C:\Program Files\Java\jdk1.8.0_202\bin;C:\Program Files\Java\jdk1.8.0_202;C:\Users\LENOVO\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\Azure Data Studio\bin;C:\Users\LENOVO\AppData\Roaming\nvm;C:\Program Files\nodejs;C:\Users\LENOVO\.dotnet\tools;D:\download\sts-4.20.0.RELEASE;;.]
09:44:47.786 [main] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
09:44:47.791 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/ng-sg] - Initializing Spring embedded WebApplicationContext
09:44:47.791 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7387 ms
09:44:48.260 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:44:48.354 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.7.Final}
09:44:48.361 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:44:48.569 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
09:44:52.245 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.SQLServer2008Dialect
09:44:52.539 [main] INFO  org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl - HHH000421: Disabling contextual LOB creation as hibernate.jdbc.lob.non_contextual_creation is true
09:44:56.327 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.BinMaster (class must be instantiated by Interceptor)
09:44:58.115 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.Iaa_Map (class must be instantiated by Interceptor)
09:44:58.446 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.UserMgrAsst (class must be instantiated by Interceptor)
09:44:58.818 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_gen_ets; this may or may not indicate a problem with the static metamodel
09:44:58.818 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#company; this may or may not indicate a problem with the static metamodel
09:44:58.818 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#Effective_date; this may or may not indicate a problem with the static metamodel
09:44:58.819 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_docno; this may or may not indicate a problem with the static metamodel
09:44:58.819 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#srt_number; this may or may not indicate a problem with the static metamodel
09:44:58.819 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#srt_remark; this may or may not indicate a problem with the static metamodel
09:44:58.820 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#team_name; this may or may not indicate a problem with the static metamodel
09:44:58.820 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_gen_date; this may or may not indicate a problem with the static metamodel
09:44:58.820 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#assistant_appr_status; this may or may not indicate a problem with the static metamodel
09:44:58.820 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#upd_ip_add; this may or may not indicate a problem with the static metamodel
09:44:58.820 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_date; this may or may not indicate a problem with the static metamodel
09:44:58.821 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#user_role; this may or may not indicate a problem with the static metamodel
09:44:58.821 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_dtl_id; this may or may not indicate a problem with the static metamodel
09:44:58.821 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#division; this may or may not indicate a problem with the static metamodel
09:44:58.821 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#upd_date; this may or may not indicate a problem with the static metamodel
09:44:58.821 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_id; this may or may not indicate a problem with the static metamodel
